region,age_group,education,income_level,marital_status,gender,children_group,occupation,cluster_id,group_key,n_americans_in_group,n_clusters_total,openness,conscientiousness,extraversion,agreeableness,neuroticism,cluster_weight,target_audience_id,target_audience_name,data_source
Бедный регион,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,2,Электромонтер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,2,Продавец-консультант,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Бедный регион,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,2,Пенсионер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Бедный регион,45-49,среднего профессионального образования,Средний: 27 000-45000,Женат,Мужской,2,Пенсионер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Высокий: 123 500-250000,Женат,Мужской,3+,Контролер ОТК,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,2,Воспитатель,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,3+,Зоотехник,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,0,Токарь,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,3+,Пенсионер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Средний: 27 000-45000,Женат,Мужской,0,Тракторист,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Бедный регион,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,0,Продавец-консультант,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Высокий: 123 500-250000,Женат,Мужской,2,Токарь,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,3+,Инженер-технолог,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,3+,HR-специалист,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,1,Агроном,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,0,Отделочник,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,3+,Зоотехник,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Бедный регион,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,2,Бухгалтер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Средний: 27 000-45000,Женат,Мужской,1,Пенсионер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Бедный регион,45-49,среднего профессионального образования,Высокий: 123 500-250000,Женат,Мужской,2,Плотник,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Бедный регион,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,3+,Воспитатель,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Бедный регион,45-49,среднего профессионального образования,Высокий: 123 500-250000,Женат,Мужской,1,Менеджер по продажам,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,1,Мерчендайзер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Высокий: 123 500-250000,Женат,Мужской,0,Фрезеровщик,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,2,Пенсионер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,2,Медсестра,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,2,Слесарь по ремонту транспорта,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,1,Безработный,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Бедный регион,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,1,Безработный,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,0,Официант,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Средний: 27 000-45000,Женат,Мужской,2,Социальный работник,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,2,Медсестра,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Высокий: 123 500-250000,Женат,Мужской,3+,Журналист,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,3+,Воспитатель,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,1,Юрист,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,1,Продавец-консультант,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Бедный регион,45-49,среднего профессионального образования,Средний: 27 000-45000,Женат,Мужской,1,Студент,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Высокий: 123 500-250000,Женат,Мужской,0,Водитель,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Высокий: 123 500-250000,Женат,Мужской,0,Юрист,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,0,Электромонтер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,3+,Пенсионер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Высокий: 123 500-250000,Женат,Мужской,1,Юрист,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,0,Водитель,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,3+,Менеджер по продажам,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Мужской,3+,Пенсионер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,3+,Оператор станков с ЧПУ,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,3+,Медсестра,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Высокий: 123 500-250000,Женат,Мужской,1,Инженер-строитель,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Средний: 27 000-45000,Женат,Мужской,1,Пенсионер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Бедный регион,45-49,среднего профессионального образования,Высокий: 123 500-250000,Женат,Мужской,2,Оператор станков с ЧПУ,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Бедный регион,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,2,Кассир,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Средний: 27 000-45000,Женат,Мужской,3+,Медсестра,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Мужской,3+,Безработный,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Мужской,3+,Пенсионер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,0,Пенсионер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,3+,Воспитатель,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,0,Наладчик оборудования,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,0,Начальник цеха,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,1,Медсестра,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,1,Пенсионер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Бедный регион,45-49,среднего профессионального образования,Средний: 27 000-45000,Женат,Мужской,1,Студент,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Бедный регион,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,1,Пенсионер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Средний: 27 000-45000,Женат,Мужской,3+,Бармен,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Средний: 27 000-45000,Женат,Мужской,0,Кассир,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Высокий: 123 500-250000,Женат,Мужской,0,Энергетик,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,2,Пенсионер,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
Регион миллионник,45-49,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Мужской,1,Военнослужащий,0,"(9, 1, 1, 0)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,0,fathers,pgm_synthetic
