region,age,gender,income,children
Московская область,27,Ж,68159,1
Московская область,38,М,76141,4
Московская область,28,М,31456,3
Московская область,19,Ж,15000,0
Московская область,18,Ж,15000,0
Московская область,44,Ж,15000,0
Московская область,31,М,47442,0
Московская область,27,Ж,27094,1
Московская область,75,Ж,47343,1
Московская область,38,М,36382,1
Московская область,26,М,69212,2
Московская область,61,Ж,54508,2
Московская область,30,Ж,15000,2
Московская область,45,М,75641,3
Московская область,18,Ж,38819,0
Московская область,49,М,90776,2
Московская область,53,Ж,30923,0
Московская область,49,Ж,48083,2
Московская область,41,М,129181,1
Московская область,19,Ж,15000,1
Московская область,51,Ж,21825,1
Московская область,50,Ж,15000,0
Московская область,77,Ж,15000,2
Московская область,70,Ж,15000,2
Московская область,66,Ж,60972,1
Московская область,18,М,50107,1
Московская область,40,Ж,47144,0
Московская область,63,М,43852,0
Московская область,50,Ж,15000,4
Московская область,30,Ж,70625,1
Московская область,49,М,70230,4
Московская область,28,М,82540,2
Московская область,43,М,76548,1
Московская область,32,Ж,60444,1
Московская область,26,Ж,47533,0
Московская область,36,М,99089,0
Московская область,71,Ж,27475,2
Московская область,20,М,45912,1
Московская область,28,М,58877,0
Московская область,18,М,53168,0
Московская область,67,Ж,69313,2
Московская область,45,М,66534,3
Московская область,26,Ж,32969,1
Московская область,46,М,24240,4
Московская область,42,Ж,51332,0
Московская область,18,Ж,45248,0
Московская область,65,М,59084,1
Московская область,30,М,70051,0
Московская область,35,М,88458,2
Московская область,38,Ж,33630,1
Московская область,44,М,78804,2
Московская область,42,М,63022,1
Московская область,44,М,86843,2
Московская область,51,Ж,55304,1
Московская область,42,М,60192,2
Московская область,80,Ж,41873,4
Московская область,27,Ж,120194,1
Московская область,48,Ж,28010,1
Московская область,18,Ж,15000,0
Московская область,34,М,48677,2
Московская область,28,Ж,72814,0
Московская область,61,Ж,15000,1
Московская область,48,М,89000,2
Московская область,49,Ж,47509,1
Московская область,50,Ж,61225,3
Московская область,52,М,67356,0
Московская область,31,М,94724,1
Московская область,34,М,58929,1
Московская область,46,Ж,51410,5
Московская область,31,Ж,54975,3
Московская область,33,М,47065,2
Московская область,39,М,62809,1
Московская область,58,М,52247,2
Московская область,32,Ж,72694,0
Московская область,18,М,37711,0
Московская область,39,Ж,70369,2
Московская область,38,Ж,65031,1
Московская область,39,М,71815,0
Московская область,20,Ж,44893,0
Московская область,39,Ж,70311,1
Московская область,64,Ж,27977,0
Московская область,31,Ж,70341,1
Московская область,53,М,61110,0
Московская область,46,Ж,58266,0
Московская область,38,Ж,72791,0
Московская область,46,Ж,60015,0
Московская область,53,Ж,82328,2
Московская область,49,М,24187,1
Московская область,58,М,81793,1
Московская область,55,М,15000,0
Московская область,43,М,52077,1
Московская область,53,Ж,60530,3
Московская область,56,Ж,15000,0
Московская область,37,Ж,100838,0
Московская область,36,Ж,39838,0
Московская область,52,Ж,44260,1
Московская область,35,Ж,107526,4
Московская область,67,Ж,36426,0
Московская область,28,М,75759,2
Московская область,36,М,39660,3
Московская область,35,М,71830,1
Московская область,48,М,21053,0
Московская область,42,Ж,33657,1
Московская область,78,М,38407,3
Московская область,43,Ж,54243,1
Московская область,55,Ж,23907,0
Московская область,51,М,61672,2
Московская область,18,Ж,15000,2
Московская область,60,Ж,59344,3
Московская область,60,М,42121,3
Московская область,18,М,46145,0
Московская область,65,М,92280,0
Московская область,39,М,84429,0
Московская область,33,Ж,29368,2
Московская область,37,М,85429,2
Московская область,65,Ж,26766,1
Московская область,63,М,63481,1
Московская область,34,Ж,31959,4
Московская область,54,М,58447,3
Московская область,50,Ж,15000,1
Московская область,47,М,24625,1
Московская область,46,М,15000,0
Московская область,80,М,28625,0
Московская область,46,М,62271,3
Московская область,39,М,102877,2
Московская область,26,Ж,61193,1
Московская область,58,Ж,26595,2
Московская область,32,Ж,48081,1
Московская область,36,М,52392,1
Московская область,27,Ж,68962,1
Московская область,34,Ж,84866,3
Московская область,32,Ж,56790,0
Московская область,42,М,65200,1
Московская область,45,М,53653,3
Московская область,60,М,75354,0
Московская область,37,М,18523,0
Московская область,59,М,61403,1
Московская область,41,Ж,39243,3
Московская область,38,Ж,40903,2
Московская область,46,М,52079,1
Московская область,39,Ж,32309,1
Московская область,31,Ж,60112,2
Московская область,41,Ж,80306,2
Московская область,35,Ж,21103,3
Московская область,29,Ж,28872,1
Московская область,69,Ж,16038,0
Московская область,54,Ж,72550,0
Московская область,44,Ж,57619,1
Московская область,68,Ж,30514,1
Московская область,59,Ж,28403,1
Московская область,39,Ж,60390,1
Московская область,58,Ж,54267,0
Московская область,42,М,92528,3
Московская область,25,М,92818,0
Московская область,18,М,22880,0
Московская область,61,Ж,27441,1
Московская область,43,Ж,15244,3
Московская область,32,М,82469,2
Московская область,18,Ж,34333,1
Московская область,40,М,48566,1
Московская область,25,Ж,50437,2
Московская область,41,Ж,44751,4
Московская область,52,Ж,36704,1
Московская область,64,М,50780,0
Московская область,28,М,96488,1
Московская область,22,М,15000,0
Московская область,18,М,15000,1
Московская область,61,Ж,28135,1
Московская область,66,М,15000,0
Московская область,38,М,36648,0
Московская область,65,Ж,15000,1
Московская область,44,М,15000,1
Московская область,50,М,15000,4
Московская область,19,Ж,15000,0
Московская область,26,Ж,47868,1
Московская область,48,М,63180,2
Московская область,32,М,81026,0
Московская область,34,М,86031,0
Московская область,26,Ж,49842,1
Московская область,36,Ж,91718,0
Московская область,18,Ж,18628,0
Московская область,48,М,58646,2
Московская область,18,Ж,15000,0
Московская область,27,Ж,32432,0
Московская область,41,Ж,69999,1
Московская область,39,М,31480,4
Московская область,80,М,15000,1
Московская область,30,М,96458,3
Московская область,49,М,92201,1
Московская область,51,Ж,63791,0
Московская область,36,Ж,68680,0
Московская область,18,Ж,42357,0
Московская область,53,М,69370,0
Московская область,71,Ж,15000,3
Московская область,42,М,65668,1
Московская область,67,М,35916,4
Московская область,29,Ж,47288,2
Московская область,27,Ж,15000,1
Московская область,34,М,54333,1
Московская область,68,М,23058,2
Московская область,18,Ж,15000,0
Московская область,67,Ж,18794,3
Московская область,48,М,35721,2
Московская область,58,Ж,68622,1
Московская область,44,М,67725,1
Московская область,30,Ж,77118,0
Московская область,35,Ж,63254,1
Московская область,40,Ж,15000,2
Московская область,68,М,27520,0
Московская область,58,Ж,15000,1
Московская область,18,Ж,22079,0
Московская область,66,Ж,42317,0
Московская область,40,Ж,47655,0
Московская область,39,М,15000,1
Московская область,72,Ж,88995,0
Московская область,18,М,62010,0
Московская область,26,Ж,64683,1
Московская область,20,М,16749,0
Московская область,52,Ж,24025,3
Московская область,25,Ж,51182,3
Московская область,33,Ж,49420,1
Московская область,55,М,29832,3
Московская область,36,Ж,100498,2
Московская область,56,М,37610,1
Московская область,55,Ж,71226,3
Московская область,35,М,106833,3
Московская область,57,М,59185,1
Московская область,31,М,52617,2
Московская область,33,М,58999,1
Московская область,44,М,71778,1
Московская область,38,Ж,50662,1
Московская область,32,Ж,24833,5
Московская область,49,Ж,41287,5
Московская область,18,М,34437,0
Московская область,39,Ж,73311,2
Московская область,74,Ж,67786,2
Московская область,41,Ж,60182,0
Московская область,61,М,52694,1
Московская область,40,М,78502,0
Московская область,44,М,103895,3
Московская область,37,Ж,40672,3
Московская область,37,Ж,52635,2
Московская область,56,Ж,69405,0
Московская область,40,М,64361,1
Московская область,35,М,61006,1
Московская область,28,М,46979,1
Московская область,39,Ж,32318,0
Московская область,38,М,74325,1
Московская область,18,Ж,41227,1
Московская область,71,М,67193,0
Московская область,29,М,60061,2
Московская область,39,М,54794,0
Московская область,33,М,32728,0
Московская область,28,Ж,44638,2
Московская область,37,М,61052,1
Московская область,55,М,69888,1
Московская область,42,М,72431,1
Московская область,53,М,48538,2
Московская область,46,М,60417,1
Московская область,31,Ж,107262,2
Московская область,40,Ж,15000,3
Московская область,34,Ж,26136,2
Московская область,18,Ж,37446,0
Московская область,36,Ж,40399,1
Московская область,48,Ж,52721,1
Московская область,38,М,75023,1
Московская область,39,М,84603,3
Московская область,33,М,86246,2
Московская область,54,Ж,18972,2
Московская область,22,М,15000,0
Московская область,56,М,83738,0
Московская область,51,Ж,38616,1
Московская область,68,Ж,23048,2
Московская область,47,М,77711,2
Московская область,37,М,25330,0
Московская область,45,М,93871,2
Московская область,61,М,23433,1
Московская область,63,Ж,28895,1
Московская область,34,Ж,15000,2
Московская область,28,Ж,31632,1
Московская область,31,М,97230,0
Московская область,61,М,67623,3
Московская область,45,М,51315,2
Московская область,38,М,67357,0
Московская область,31,М,78841,0
Московская область,37,М,138675,3
Московская область,65,М,41175,1
Московская область,45,Ж,88038,0
Московская область,36,М,72621,2
Московская область,23,М,27296,0
Московская область,43,М,46416,2
Московская область,44,М,84574,2
Московская область,26,Ж,85860,1
Московская область,35,Ж,99932,0
Московская область,65,Ж,34036,1
Московская область,52,Ж,61472,1
Московская область,45,Ж,86017,1
Московская область,53,М,15000,1
Московская область,37,М,32465,1
Московская область,57,М,33669,0
Московская область,57,Ж,24464,1
Московская область,30,Ж,62798,2
Московская область,59,Ж,30309,0
Московская область,37,М,70432,3
Московская область,40,М,36306,1
Московская область,47,М,48271,0
Московская область,46,М,58199,3
Московская область,48,Ж,39559,3
Московская область,44,М,82461,0
Московская область,29,Ж,57931,1
Московская область,32,М,48737,1
Московская область,27,Ж,32770,3
Московская область,43,М,82951,1
Московская область,43,М,15000,0
Московская область,55,М,41949,0
Московская область,31,Ж,73397,2
Московская область,43,Ж,59622,0
Московская область,38,М,106744,1
Московская область,24,Ж,50844,0
Московская область,25,М,80295,0
Московская область,36,М,54713,1
Московская область,45,Ж,96017,0
Московская область,52,М,37277,2
Московская область,50,М,73899,4
Московская область,51,М,88376,1
Московская область,32,М,68518,1
Московская область,55,Ж,15000,0
Московская область,43,М,117125,0
Московская область,50,М,46244,1
Московская область,45,Ж,65554,3
Московская область,33,М,90500,1
Московская область,45,Ж,39924,0
Московская область,48,Ж,15000,1
Московская область,47,Ж,87264,1
Московская область,35,М,15000,3
Московская область,28,Ж,67186,1
Московская область,32,Ж,15000,0
Московская область,34,Ж,43623,4
Московская область,42,М,22469,2
Московская область,63,М,35755,1
Московская область,49,М,93347,0
Московская область,18,Ж,15000,0
Московская область,68,М,53018,2
Московская область,31,М,44472,3
Московская область,49,Ж,34261,2
Московская область,47,Ж,38179,5
Московская область,57,Ж,43646,3
Московская область,35,Ж,34681,0
Московская область,32,Ж,23977,0
Московская область,42,М,50399,1
Московская область,31,Ж,52372,0
Московская область,35,Ж,59273,3
Московская область,24,Ж,17914,1
Московская область,74,М,29129,1
Московская область,67,М,15000,1
Московская область,56,Ж,15000,0
Московская область,59,М,59938,1
Московская область,70,М,69347,0
Московская область,71,Ж,15000,2
Московская область,38,М,43053,2
Московская область,43,М,55935,2
Московская область,33,Ж,86684,5
Московская область,35,Ж,37602,1
Московская область,28,М,47600,0
Московская область,67,Ж,42913,2
Московская область,48,М,56010,1
Московская область,37,М,72698,0
Московская область,18,Ж,36927,2
Московская область,26,Ж,31746,0
Московская область,50,Ж,23835,3
Московская область,27,М,34622,0
Московская область,51,Ж,28461,2
Московская область,34,Ж,51349,1
Московская область,49,М,43818,2
Московская область,26,Ж,15000,2
Московская область,28,Ж,15000,1
Московская область,52,М,82586,2
Московская область,41,Ж,83862,2
Московская область,44,Ж,59303,2
Московская область,42,М,53508,1
Московская область,58,Ж,45737,0
Московская область,42,М,55796,0
Московская область,20,М,24112,0
Московская область,27,Ж,31578,1
Московская область,53,М,98129,4
Московская область,34,М,65000,2
Московская область,49,Ж,15000,1
Московская область,37,М,15000,1
Московская область,46,Ж,67717,1
Московская область,72,М,33431,1
Московская область,43,М,68951,1
Московская область,37,М,25564,2
Московская область,43,Ж,60199,1
Московская область,42,М,124528,2
Московская область,45,Ж,40375,2
Московская область,37,М,75236,2
Московская область,49,М,15000,1
Московская область,37,Ж,69438,0
Московская область,53,Ж,38702,1
Московская область,18,М,29248,1
Московская область,42,Ж,84366,1
Московская область,44,М,108798,1
Московская область,45,Ж,65902,1
Московская область,62,М,57510,1
Московская область,61,М,77072,2
Московская область,70,М,40048,1
Московская область,33,Ж,31440,3
Московская область,46,Ж,50384,2
Московская область,49,Ж,28006,4
Московская область,42,М,83632,2
Московская область,39,Ж,89288,3
Московская область,36,Ж,30419,2
Московская область,47,М,87089,2
Московская область,53,Ж,26988,2
Московская область,58,М,87886,0
Московская область,18,Ж,59583,0
Московская область,18,Ж,50139,0
Московская область,36,Ж,73785,1
Московская область,46,Ж,51677,1
Московская область,42,Ж,58382,2
Московская область,49,Ж,62844,4
Московская область,40,Ж,41034,1
Московская область,18,М,43065,0
Московская область,18,М,75515,2
Московская область,20,Ж,27216,2
Московская область,44,М,31252,1
Московская область,33,М,70086,1
Московская область,35,М,58639,3
Московская область,41,М,62742,1
Московская область,51,Ж,49099,2
Московская область,61,Ж,21523,2
Московская область,31,Ж,60226,0
Московская область,31,Ж,56526,3
Московская область,44,М,112229,2
Московская область,60,М,65048,1
Московская область,20,М,80217,0
Московская область,35,М,55014,0
Московская область,42,Ж,27064,2
Московская область,52,Ж,47689,0
Московская область,54,М,120247,2
Московская область,61,Ж,26778,0
Московская область,35,Ж,74162,3
Московская область,44,М,71106,0
Московская область,18,Ж,55400,0
Московская область,50,Ж,31349,0
Московская область,57,М,75322,3
Московская область,46,Ж,101884,1
Московская область,66,М,52775,2
Московская область,30,Ж,41255,1
Московская область,36,М,76327,3
Московская область,60,Ж,15000,0
Московская область,31,М,45623,1
Московская область,20,Ж,25975,0
Московская область,59,М,45733,1
Московская область,18,Ж,55583,1
Московская область,58,Ж,65875,1
Московская область,45,Ж,54646,2
Московская область,72,Ж,15000,2
Московская область,65,Ж,42272,0
Московская область,30,Ж,15000,1
Московская область,18,Ж,15000,0
Московская область,62,Ж,15000,2
Московская область,35,Ж,59036,2
Московская область,18,Ж,26409,0
Московская область,51,М,46655,1
Московская область,37,М,80780,1
Московская область,32,Ж,22121,3
Московская область,22,М,26254,1
Московская область,56,М,53909,0
Московская область,26,М,71927,0
Московская область,32,Ж,65838,3
Московская область,44,М,98664,2
Московская область,57,М,80443,2
Московская область,42,М,103045,2
Московская область,39,М,40758,1
Московская область,55,Ж,27320,2
Московская область,37,Ж,34054,0
Московская область,31,М,55944,0
Московская область,30,Ж,15000,0
Московская область,61,Ж,26208,1
Московская область,37,М,123351,3
Московская область,38,М,79859,2
Московская область,18,Ж,15000,0
Московская область,31,М,78299,2
Московская область,45,Ж,86489,0
Московская область,60,Ж,52540,3
Московская область,35,Ж,15000,2
Московская область,32,Ж,63565,1
Московская область,34,Ж,74134,1
Московская область,59,Ж,29501,2
Московская область,26,М,56117,1
Московская область,57,Ж,38315,1
Московская область,33,Ж,35053,1
Московская область,61,Ж,15000,0
Московская область,54,Ж,18107,1
Московская область,32,Ж,61346,1
Московская область,43,Ж,109663,2
Московская область,46,Ж,24108,1
Московская область,26,М,39894,3
Московская область,44,М,74442,2
Московская область,40,М,50105,0
Московская область,36,Ж,87986,2
Московская область,58,М,53908,1
Московская область,41,М,68788,3
Московская область,44,М,20819,1
Московская область,59,М,57787,0
Московская область,42,М,51588,4
Московская область,64,М,95148,4
Московская область,46,Ж,74359,1
Московская область,37,М,60729,0
Московская область,37,Ж,45707,1
Московская область,41,М,43944,0
Московская область,52,Ж,31793,2
Московская область,39,М,74312,1
Московская область,40,М,41016,3
Московская область,55,М,75468,2
Московская область,44,Ж,61817,2
Московская область,48,Ж,79238,4
Московская область,20,М,61382,1
Московская область,40,М,27078,3
Московская область,22,Ж,15000,1
Московская область,38,М,93613,0
Московская область,31,М,38851,0
Московская область,54,Ж,69151,0
Московская область,40,М,51233,3
Московская область,23,М,15000,0
Московская область,39,М,47767,0
Московская область,54,Ж,59821,2
Московская область,41,М,74264,1
Московская область,31,Ж,57208,3
Московская область,43,М,37699,1
Московская область,34,М,85058,1
Московская область,26,М,67570,1
Московская область,44,М,94180,0
Московская область,45,Ж,34300,2
Московская область,40,М,22257,1
Московская область,60,М,77420,0
Московская область,43,Ж,87692,2
Московская область,55,Ж,55259,2
Московская область,18,Ж,15000,0
Московская область,54,Ж,83346,0
Московская область,64,Ж,31281,1
Московская область,42,Ж,76674,1
Московская область,30,Ж,15000,1
Московская область,33,Ж,35567,0
Московская область,38,Ж,15000,1
Московская область,36,М,48804,1
Московская область,44,Ж,55431,1
Московская область,47,Ж,23905,4
Московская область,39,Ж,29244,1
Московская область,32,Ж,37886,4
Московская область,35,М,64360,2
Московская область,48,М,70427,3
Московская область,36,М,69322,0
Московская область,59,Ж,28520,0
Московская область,38,М,101314,0
Московская область,51,М,76382,0
Московская область,55,Ж,24839,1
Московская область,42,Ж,49510,5
Московская область,45,Ж,64056,2
Московская область,45,М,24294,1
Московская область,67,Ж,53154,2
Московская область,39,Ж,46168,2
Московская область,24,М,15000,1
Московская область,67,М,63650,3
Московская область,30,М,120071,3
Московская область,45,М,63035,2
Московская область,18,М,54499,0
Московская область,48,Ж,64147,3
Московская область,29,Ж,59838,0
Московская область,47,Ж,53536,0
Московская область,42,Ж,57678,1
Московская область,34,Ж,44743,0
Московская область,70,М,65174,0
Московская область,56,М,50518,1
Московская область,29,М,71567,1
Московская область,32,М,18660,2
Московская область,38,Ж,56035,3
Московская область,32,Ж,51033,2
Московская область,60,Ж,104262,3
Московская область,39,Ж,15000,1
Московская область,45,М,45076,0
Московская область,49,М,31350,3
Московская область,36,Ж,45445,1
Московская область,47,М,68819,2
Московская область,30,Ж,53889,2
Московская область,38,Ж,15000,1
Московская область,33,Ж,44869,1
Московская область,80,М,63646,2
Московская область,42,М,86546,1
Московская область,43,Ж,86735,1
Московская область,62,Ж,15000,2
Московская область,44,Ж,71463,1
Московская область,43,М,15000,1
Московская область,27,Ж,15000,0
Московская область,22,М,15000,1
Московская область,47,М,42551,2
Московская область,47,Ж,37619,2
Московская область,36,Ж,42941,2
Московская область,18,М,15000,0
Московская область,35,Ж,42095,4
Московская область,34,М,58388,0
Московская область,60,М,77974,1
Московская область,18,Ж,15000,1
Московская область,38,Ж,69257,2
Московская область,38,Ж,31651,2
Московская область,36,Ж,31438,1
Московская область,58,М,30432,1
Московская область,42,М,72747,1
Московская область,35,Ж,90617,1
Московская область,52,Ж,62132,2
Московская область,28,М,36514,1
Московская область,48,Ж,15000,1
Московская область,21,Ж,19891,1
Московская область,56,М,68809,1
Московская область,57,Ж,53618,0
Московская область,54,М,47781,0
Московская область,28,М,43787,1
Московская область,34,М,92220,2
Московская область,59,М,70918,1
Московская область,46,Ж,15000,1
Московская область,63,М,29349,4
Московская область,21,М,47038,1
Московская область,61,Ж,29495,3
Московская область,30,М,44299,1
Московская область,49,Ж,58809,1
Московская область,31,Ж,41281,1
Московская область,41,Ж,40075,1
Московская область,41,М,66947,1
Московская область,65,М,37419,3
Московская область,32,М,94822,4
Московская область,45,М,48118,0
Московская область,33,Ж,88468,1
Московская область,59,М,69325,1
Московская область,54,М,15000,4
Московская область,41,М,71209,1
Московская область,47,Ж,23290,2
Московская область,35,Ж,38131,1
Московская область,51,Ж,15000,1
Московская область,44,Ж,58804,1
Московская область,45,М,43778,1
Московская область,59,Ж,65931,2
Московская область,55,Ж,15000,2
Московская область,37,М,52887,1
Московская область,63,М,30519,1
Московская область,64,Ж,27759,1
Московская область,34,Ж,87622,1
Московская область,62,Ж,88569,2
Московская область,47,М,52268,0
Московская область,23,Ж,17820,0
Московская область,18,М,23991,0
Московская область,47,М,78166,2
Московская область,51,М,53834,2
Московская область,29,Ж,73298,1
Московская область,37,М,83445,0
Московская область,38,Ж,72908,1
Московская область,18,Ж,54061,0
Московская область,29,Ж,64908,2
Московская область,28,М,15350,2
Московская область,31,М,78265,2
Московская область,51,М,78096,1
Московская область,61,Ж,15000,0
Московская область,37,М,66791,2
Московская область,39,М,48530,0
Московская область,27,М,66701,0
Московская область,55,Ж,33718,1
Московская область,39,М,107195,0
Московская область,27,Ж,18146,1
Московская область,40,Ж,26439,4
Московская область,22,М,27819,0
Московская область,65,Ж,15000,0
Московская область,53,М,15000,1
Московская область,36,М,93093,2
Московская область,38,М,97850,1
Московская область,40,Ж,61489,1
Московская область,28,Ж,74182,1
Московская область,60,Ж,36781,0
Московская область,49,Ж,80979,1
Московская область,30,Ж,44159,2
Московская область,23,Ж,42522,0
Московская область,44,М,56398,1
Московская область,20,Ж,25720,0
Московская область,57,М,50751,1
Московская область,44,Ж,76149,4
Московская область,31,Ж,34201,2
Московская область,58,М,32830,2
Московская область,40,Ж,52383,1
Московская область,47,Ж,54352,3
Московская область,43,М,92391,0
Московская область,60,Ж,35568,2
Московская область,43,Ж,94514,2
Московская область,37,Ж,68870,0
Московская область,54,М,46820,0
Московская область,48,Ж,15000,0
Московская область,49,М,61880,2
Московская область,21,Ж,37623,0
Московская область,18,Ж,41670,0
Московская область,52,Ж,32623,0
Московская область,33,Ж,15000,1
Московская область,53,Ж,34674,1
Московская область,59,М,100941,1
Московская область,18,М,65930,0
Московская область,34,М,60910,1
Московская область,37,М,44966,2
Московская область,51,Ж,58598,1
Московская область,18,Ж,48087,0
Московская область,28,М,80287,2
Московская область,37,Ж,35033,3
Московская область,62,Ж,62901,1
Московская область,32,Ж,95740,0
Московская область,43,Ж,48166,4
Московская область,40,М,86857,2
Московская область,39,Ж,54347,3
Московская область,18,Ж,16091,0
Московская область,21,М,15000,0
Московская область,52,М,93074,4
Московская область,47,Ж,63096,1
Московская область,31,М,58184,4
Московская область,34,Ж,73065,4
Московская область,43,Ж,75110,1
Московская область,43,М,56311,2
Московская область,31,М,85324,2
Московская область,48,Ж,44646,5
Московская область,30,М,45366,0
Московская область,33,М,59347,0
Московская область,59,Ж,33205,2
Московская область,56,Ж,61736,1
Московская область,33,Ж,112157,0
Московская область,45,Ж,15000,0
Московская область,29,М,82511,1
Московская область,47,Ж,68454,1
Московская область,35,М,72973,2
Московская область,20,М,47601,1
Московская область,66,М,44880,0
Московская область,18,М,25650,0
Московская область,37,Ж,29095,6
Московская область,41,Ж,36220,1
Московская область,54,М,57333,2
Московская область,48,М,79157,1
Московская область,18,Ж,15000,1
Московская область,58,М,69611,1
Московская область,46,Ж,59620,2
Московская область,32,М,78857,0
Московская область,32,Ж,42098,1
Московская область,30,Ж,53573,1
Московская область,57,М,34662,3
Московская область,20,М,15000,1
Московская область,52,М,46041,2
Московская область,33,Ж,55233,1
Московская область,18,Ж,15000,0
Московская область,49,Ж,59494,2
Московская область,54,Ж,25823,0
Московская область,55,М,23707,1
Московская область,46,Ж,28653,1
Московская область,27,Ж,15155,3
Московская область,30,М,67742,2
Московская область,29,М,46673,3
Московская область,60,Ж,25428,1
Московская область,48,Ж,17657,2
Московская область,45,Ж,50470,0
Московская область,21,Ж,15000,0
Московская область,33,Ж,60925,0
Московская область,44,М,76357,0
Московская область,40,М,103459,1
Московская область,60,Ж,46520,3
Московская область,43,Ж,76305,1
Московская область,53,М,16532,3
Московская область,31,Ж,68650,2
Московская область,53,Ж,57715,1
Московская область,41,Ж,52122,2
Московская область,18,М,15000,0
Московская область,21,М,34159,2
Московская область,46,М,62366,1
Московская область,46,М,44777,2
Московская область,35,Ж,29309,1
Московская область,47,М,40622,3
Московская область,44,Ж,41326,1
Московская область,33,М,15000,3
Московская область,60,М,43403,1
Московская область,45,Ж,15000,0
Московская область,42,М,67663,1
Московская область,62,М,41316,0
Московская область,59,М,58480,0
Московская область,31,М,86216,0
Московская область,44,Ж,29324,1
Московская область,64,Ж,15000,1
Московская область,38,Ж,27112,0
Московская область,39,М,35121,0
Московская область,46,Ж,43864,2
Московская область,26,М,128048,1
Московская область,58,М,57685,0
Московская область,58,М,72173,1
Московская область,55,М,24110,1
Московская область,35,М,65214,1
Московская область,28,М,69420,2
Московская область,30,М,59996,1
Московская область,68,М,79218,1
Московская область,61,М,22549,1
Московская область,49,Ж,49907,1
Московская область,22,Ж,34856,1
Московская область,66,М,15000,2
Московская область,47,Ж,55176,1
Московская область,26,Ж,39137,4
Московская область,30,Ж,101713,5
Московская область,43,М,65934,2
Московская область,35,Ж,81771,2
Московская область,18,М,48474,0
Московская область,36,М,94244,1
Московская область,65,М,58127,0
Московская область,28,М,93257,2
Московская область,38,М,72466,0
Московская область,18,М,15109,0
Московская область,53,Ж,87963,1
Московская область,59,М,39592,0
Московская область,42,М,71495,4
Московская область,69,М,50652,2
Московская область,58,Ж,15000,0
Московская область,59,М,44079,5
Московская область,21,Ж,15000,1
Московская область,32,Ж,44630,1
Московская область,32,М,66569,0
Московская область,38,Ж,65459,2
Московская область,39,М,31144,1
Московская область,54,М,62586,1
Московская область,56,Ж,37257,1
Московская область,53,Ж,89305,5
Московская область,29,М,108757,4
Московская область,60,М,48434,0
Московская область,23,М,15000,0
Московская область,67,М,27094,2
Московская область,22,Ж,41506,0
Московская область,38,Ж,52196,2
Московская область,41,М,62895,1
Московская область,31,Ж,30508,1
Московская область,18,Ж,60018,0
Московская область,36,Ж,58104,2
Московская область,40,М,27693,1
Московская область,27,Ж,23886,2
Московская область,41,Ж,46708,2
Московская область,41,М,76213,1
Московская область,65,М,22459,0
Московская область,35,Ж,143134,1
Московская область,44,Ж,49182,1
Московская область,25,Ж,35212,0
Московская область,35,Ж,74581,1
Московская область,46,Ж,48713,0
Московская область,50,М,67338,1
Московская область,58,М,49953,0
Московская область,46,М,34727,0
Московская область,58,М,82127,4
Московская область,57,М,51778,2
Московская область,55,Ж,15000,0
Московская область,21,Ж,85608,0
Московская область,56,Ж,15000,1
Московская область,42,Ж,42858,1
Московская область,23,М,34932,2
Московская область,72,Ж,47583,2
Московская область,71,Ж,15000,1
Московская область,43,М,63711,0
Московская область,54,Ж,15000,2
Московская область,47,М,79145,0
Московская область,27,Ж,15000,2
Московская область,18,М,35082,1
Московская область,45,М,114351,0
Московская область,48,М,38747,2
Московская область,65,Ж,55151,1
Московская область,59,Ж,63580,1
Московская область,24,М,36211,1
Московская область,49,М,60145,1
Московская область,57,Ж,15000,0
Московская область,44,М,15000,1
Московская область,21,М,42580,0
Московская область,60,М,47850,2
Московская область,33,М,50316,1
Московская область,77,Ж,53263,2
Московская область,44,М,77300,0
Московская область,32,Ж,34125,1
Московская область,41,Ж,33211,2
Московская область,39,М,60154,1
Московская область,48,М,31269,3
Московская область,38,М,54832,0
Московская область,46,М,35259,4
Московская область,65,Ж,57704,1
Московская область,52,Ж,15000,3
Московская область,18,Ж,15000,0
Московская область,60,М,39176,1
Московская область,57,Ж,54764,0
Московская область,56,Ж,15000,0
Московская область,33,Ж,59411,1
Московская область,39,Ж,52861,0
Московская область,57,Ж,15000,1
Московская область,29,Ж,95821,1
Московская область,35,М,32479,1
Московская область,49,М,64930,3
Московская область,40,Ж,15000,5
Московская область,51,М,18517,0
Московская область,18,Ж,24533,0
Московская область,42,М,47260,3
Московская область,37,Ж,28446,2
Московская область,36,Ж,38083,2
