region,city,age,gender,education,marital_status,occupation,income,children,age_group_check
Челябинская область,Челябинская,18,Женский,Незаконченное высшее,Не замужем,Студент,15000,1,18-25
Челябинская область,Челябинская,27,Женский,Высшее,Замужем,Специалист,101538,3,26-30
Челябинская область,Челябинская,22,Мужской,Незаконченное высшее,Не женат,Рабочий,15000,0,18-25
Челябинская область,Челябинская,50,Женский,Высшее,Вдова,Специалист,53638,1,41-50
Челябинская область,Челябинская,29,Мужской,Высшее,Разведен,Специалист,137261,1,26-30
Челябинская область,Челябинская,36,Мужской,Среднее специальное,Женат,Учитель/Преподаватель,52183,1,31-40
Челябинская область,Челябинская,31,Мужской,Высшее,Женат,Служащий,139379,2,31-40
Челябинская область,Челябинская,31,Женский,Среднее специальное,Разведена,Рабочий,45415,1,31-40
Челябинская область,Челябинская,23,Мужской,Среднее специальное,Не женат,Специалист,69378,0,18-25
Челябинская область,Челябинская,52,Женский,Неполное среднее,Разведена,Безработный,15000,5,50+
Челябинская область,Челябинская,57,Женский,Высшее,Замужем,Специалист,86526,1,50+
Челябинская область,Челябинская,18,Женский,Высшее,Не замужем,Учитель/Преподаватель,15000,0,18-25
Челябинская область,Челябинская,57,Мужской,Неполное среднее,Женат,Рабочий,40962,0,50+
Челябинская область,Челябинская,48,Женский,Среднее специальное,Замужем,Медработник,35302,4,41-50
Челябинская область,Челябинская,65,Мужской,Высшее,Женат,Пенсионер,15000,0,50+
Челябинская область,Челябинская,67,Женский,Среднее специальное,Замужем,Безработный,42838,1,50+
Челябинская область,Челябинская,26,Мужской,Высшее,Женат,Рабочий,95717,2,26-30
Челябинская область,Челябинская,36,Мужской,Высшее,Женат,Служащий,80150,0,31-40
Челябинская область,Челябинская,24,Женский,Незаконченное высшее,Замужем,Медработник,15000,0,18-25
Челябинская область,Челябинская,43,Мужской,Среднее,Женат,Медработник,65295,2,41-50
Челябинская область,Челябинская,55,Мужской,Среднее специальное,Не женат,Безработный,16752,0,50+
Челябинская область,Челябинская,66,Женский,Среднее,Замужем,Пенсионер,15000,0,50+
Челябинская область,Челябинская,35,Женский,Среднее,Замужем,Рабочий,54084,1,31-40
Челябинская область,Челябинская,71,Мужской,Среднее специальное,Не женат,Пенсионер,15000,1,50+
Челябинская область,Челябинская,54,Мужской,Высшее,Женат,Медработник,86078,3,50+
Челябинская область,Челябинская,65,Женский,Среднее специальное,Разведена,Безработный,15000,0,50+
Челябинская область,Челябинская,60,Мужской,Среднее специальное,Женат,Медработник,66268,1,50+
Челябинская область,Челябинская,50,Мужской,Среднее специальное,Женат,Служащий,89050,2,41-50
Челябинская область,Челябинская,75,Женский,Высшее,Замужем,Пенсионер,15000,1,50+
Челябинская область,Челябинская,64,Мужской,Среднее специальное,Женат,Рабочий,17798,2,50+
Челябинская область,Челябинская,33,Женский,Среднее специальное,Замужем,Рабочий,39530,3,31-40
Челябинская область,Челябинская,36,Женский,Высшее,Замужем,Учитель/Преподаватель,41637,2,31-40
Челябинская область,Челябинская,48,Женский,Высшее,Вдова,Служащий,69706,1,41-50
Челябинская область,Челябинская,60,Женский,Высшее,Вдова,Специалист,65967,0,50+
Челябинская область,Челябинская,43,Женский,Среднее специальное,Замужем,Рабочий,87257,2,41-50
Челябинская область,Челябинская,45,Мужской,Среднее,Женат,Предприниматель,118181,2,41-50
Челябинская область,Челябинская,43,Мужской,Высшее,Женат,Медработник,92433,4,41-50
Челябинская область,Челябинская,52,Мужской,Высшее,Не женат,Медработник,55329,1,50+
Челябинская область,Челябинская,61,Мужской,Среднее,Женат,Пенсионер,15000,0,50+
Челябинская область,Челябинская,52,Мужской,Высшее,Женат,Служащий,92195,5,50+
Челябинская область,Челябинская,18,Женский,Высшее,Не замужем,Рабочий,81467,0,18-25
Челябинская область,Челябинская,39,Женский,Высшее,Замужем,Специалист,120131,2,31-40
Челябинская область,Челябинская,31,Женский,Высшее,Замужем,Специалист,93772,2,31-40
Челябинская область,Челябинская,44,Мужской,Среднее специальное,Женат,Медработник,72087,3,41-50
Челябинская область,Челябинская,22,Женский,Незаконченное высшее,Замужем,Студент,61469,1,18-25
Челябинская область,Челябинская,43,Женский,Высшее,Разведена,Служащий,29775,2,41-50
Челябинская область,Челябинская,39,Женский,Высшее,Замужем,Служащий,74050,1,31-40
Челябинская область,Челябинская,18,Женский,Высшее,Не замужем,Студент,15000,1,18-25
Челябинская область,Челябинская,35,Женский,Среднее специальное,Замужем,Предприниматель,88256,4,31-40
Челябинская область,Челябинская,67,Мужской,Высшее,Разведен,Пенсионер,30151,1,50+
Челябинская область,Челябинская,41,Женский,Высшее,Вдова,Предприниматель,114606,1,41-50
Челябинская область,Челябинская,49,Женский,Незаконченное высшее,Не замужем,Служащий,78836,2,41-50
Челябинская область,Челябинская,47,Женский,Среднее специальное,Замужем,Медработник,54529,2,41-50
Челябинская область,Челябинская,42,Мужской,Высшее,Разведен,Служащий,89277,0,41-50
Челябинская область,Челябинская,62,Женский,Среднее,Вдова,Специалист,24442,1,50+
Челябинская область,Челябинская,26,Женский,Высшее,Не замужем,Специалист,95382,1,26-30
Челябинская область,Челябинская,23,Мужской,Высшее,Не женат,Предприниматель,98681,0,18-25
Челябинская область,Челябинская,18,Мужской,Незаконченное высшее,Не женат,Студент,15000,2,18-25
Челябинская область,Челябинская,50,Мужской,Высшее,Женат,Медработник,59043,1,41-50
Челябинская область,Челябинская,62,Женский,Среднее специальное,Замужем,Пенсионер,60569,0,50+
Челябинская область,Челябинская,18,Мужской,Высшее,Не женат,Студент,15000,0,18-25
Челябинская область,Челябинская,57,Женский,Высшее,Замужем,Специалист,81445,1,50+
Челябинская область,Челябинская,44,Мужской,Незаконченное высшее,Женат,Служащий,21533,1,41-50
Челябинская область,Челябинская,51,Женский,Высшее,Замужем,Специалист,97466,1,50+
Челябинская область,Челябинская,66,Мужской,Неполное среднее,Женат,Учитель/Преподаватель,24076,0,50+
Челябинская область,Челябинская,35,Женский,Высшее,Замужем,Предприниматель,105216,1,31-40
Челябинская область,Челябинская,44,Мужской,Среднее специальное,Женат,Служащий,16521,4,41-50
Челябинская область,Челябинская,33,Мужской,Неполное среднее,Женат,Служащий,16812,0,31-40
Челябинская область,Челябинская,69,Мужской,Высшее,Женат,Пенсионер,17756,0,50+
Челябинская область,Челябинская,27,Женский,Среднее специальное,Замужем,Рабочий,35904,3,26-30
Челябинская область,Челябинская,48,Женский,Среднее специальное,Вдова,Специалист,66465,1,41-50
Челябинская область,Челябинская,46,Женский,Среднее специальное,Замужем,Специалист,91106,3,41-50
Челябинская область,Челябинская,19,Женский,Незаконченное высшее,Замужем,Студент,31808,0,18-25
Челябинская область,Челябинская,25,Мужской,Высшее,Женат,Специалист,140808,1,18-25
Челябинская область,Челябинская,33,Мужской,Среднее,Не женат,Медработник,108952,0,31-40
Челябинская область,Челябинская,38,Женский,Среднее специальное,Замужем,Служащий,15000,3,31-40
Челябинская область,Челябинская,48,Мужской,Высшее,Женат,Специалист,116511,3,41-50
Челябинская область,Челябинская,18,Женский,Среднее специальное,Не замужем,Учитель/Преподаватель,15000,2,18-25
Челябинская область,Челябинская,51,Мужской,Высшее,Женат,Специалист,126331,0,50+
Челябинская область,Челябинская,29,Женский,Высшее,Замужем,Предприниматель,98665,1,26-30
Челябинская область,Челябинская,53,Мужской,Среднее специальное,Женат,Служащий,41275,1,50+
Челябинская область,Челябинская,39,Мужской,Высшее,Женат,Специалист,117279,2,31-40
Челябинская область,Челябинская,41,Женский,Среднее специальное,Замужем,Служащий,15000,3,41-50
Челябинская область,Челябинская,62,Женский,Неполное среднее,Вдова,Пенсионер,19274,0,50+
Челябинская область,Челябинская,25,Женский,Высшее,Не замужем,Служащий,43284,1,18-25
Челябинская область,Челябинская,59,Мужской,Среднее,Женат,Служащий,68780,2,50+
Челябинская область,Челябинская,41,Мужской,Среднее специальное,Женат,Учитель/Преподаватель,30372,0,41-50
Челябинская область,Челябинская,49,Мужской,Среднее специальное,Женат,Служащий,15000,1,41-50
Челябинская область,Челябинская,32,Женский,Высшее,Не замужем,Специалист,97314,1,31-40
Челябинская область,Челябинская,65,Мужской,Среднее специальное,Женат,Пенсионер,15000,1,50+
Челябинская область,Челябинская,70,Мужской,Высшее,Не женат,Служащий,76624,0,50+
Челябинская область,Челябинская,40,Мужской,Среднее,Не женат,Служащий,15000,1,31-40
Челябинская область,Челябинская,33,Женский,Среднее специальное,Замужем,Служащий,56753,2,31-40
Челябинская область,Челябинская,22,Женский,Среднее,Не замужем,Студент,15000,0,18-25
Челябинская область,Челябинская,27,Мужской,Среднее специальное,Разведен,Специалист,97898,0,26-30
Челябинская область,Челябинская,47,Мужской,Среднее специальное,Женат,Рабочий,69718,1,41-50
Челябинская область,Челябинская,18,Женский,Среднее,Замужем,Студент,32455,0,18-25
Челябинская область,Челябинская,55,Мужской,Высшее,Женат,Специалист,116577,2,50+
Челябинская область,Челябинская,20,Мужской,Высшее,Женат,Служащий,92204,2,18-25
Челябинская область,Челябинская,59,Женский,Незаконченное высшее,Замужем,Рабочий,20161,2,50+
Челябинская область,Челябинская,43,Женский,Среднее специальное,Разведена,Рабочий,57142,0,41-50
Челябинская область,Челябинская,65,Мужской,Среднее специальное,Женат,Пенсионер,26330,0,50+
Челябинская область,Челябинская,21,Женский,Среднее специальное,Не замужем,Студент,15000,1,18-25
Челябинская область,Челябинская,18,Мужской,Среднее специальное,Не женат,Специалист,53851,1,18-25
Челябинская область,Челябинская,69,Женский,Высшее,Замужем,Пенсионер,27902,0,50+
Челябинская область,Челябинская,48,Мужской,Высшее,Женат,Служащий,79317,5,41-50
Челябинская область,Челябинская,33,Мужской,Среднее специальное,Женат,Служащий,76913,2,31-40
Челябинская область,Челябинская,32,Мужской,Высшее,Женат,Служащий,119574,2,31-40
Челябинская область,Челябинская,19,Мужской,Среднее специальное,Не женат,Медработник,22858,0,18-25
Челябинская область,Челябинская,51,Женский,Высшее,Замужем,Специалист,88548,1,50+
Челябинская область,Челябинская,26,Женский,Высшее,Не замужем,Рабочий,74208,0,26-30
Челябинская область,Челябинская,40,Мужской,Среднее специальное,Женат,Служащий,62888,0,31-40
Челябинская область,Челябинская,55,Женский,Среднее,Замужем,Предприниматель,65622,0,50+
Челябинская область,Челябинская,58,Женский,Высшее,Разведена,Учитель/Преподаватель,30924,0,50+
Челябинская область,Челябинская,19,Женский,Высшее,Не замужем,Студент,15000,0,18-25
Челябинская область,Челябинская,18,Мужской,Среднее,Не женат,Студент,15000,1,18-25
Челябинская область,Челябинская,21,Мужской,Среднее специальное,Не женат,Предприниматель,52120,1,18-25
Челябинская область,Челябинская,41,Мужской,Высшее,Женат,Специалист,156319,2,41-50
Челябинская область,Челябинская,43,Мужской,Среднее специальное,Женат,Рабочий,47730,2,41-50
Челябинская область,Челябинская,44,Мужской,Высшее,Женат,Рабочий,90890,0,41-50
Челябинская область,Челябинская,18,Мужской,Высшее,Не женат,Студент,15000,0,18-25
Челябинская область,Челябинская,44,Женский,Среднее специальное,Разведена,Служащий,60374,1,41-50
Челябинская область,Челябинская,27,Женский,Незаконченное высшее,Замужем,Рабочий,37035,1,26-30
Челябинская область,Челябинская,33,Женский,Среднее,Замужем,Служащий,30346,4,31-40
Челябинская область,Челябинская,53,Мужской,Высшее,Женат,Специалист,133399,2,50+
Челябинская область,Челябинская,18,Женский,Незаконченное высшее,Не замужем,Студент,25276,1,18-25
Челябинская область,Челябинская,45,Мужской,Среднее,Женат,Рабочий,24017,2,41-50
Челябинская область,Челябинская,44,Женский,Незаконченное высшее,Разведена,Учитель/Преподаватель,25748,0,41-50
Челябинская область,Челябинская,51,Мужской,Среднее специальное,Женат,Служащий,30470,0,50+
Челябинская область,Челябинская,36,Женский,Высшее,Не замужем,Специалист,100704,1,31-40
Челябинская область,Челябинская,58,Мужской,Высшее,Женат,Предприниматель,168483,1,50+
Челябинская область,Челябинская,48,Мужской,Среднее специальное,Женат,Рабочий,62220,1,41-50
Челябинская область,Челябинская,38,Мужской,Среднее специальное,Не женат,Рабочий,55403,0,31-40
Челябинская область,Челябинская,25,Женский,Высшее,Замужем,Предприниматель,156838,0,18-25
Челябинская область,Челябинская,32,Женский,Незаконченное высшее,Замужем,Рабочий,34730,2,31-40
Челябинская область,Челябинская,67,Женский,Незаконченное высшее,Вдова,Служащий,47904,1,50+
Челябинская область,Челябинская,55,Мужской,Высшее,Вдовец,Специалист,121232,0,50+
Челябинская область,Челябинская,67,Женский,Среднее специальное,Вдова,Служащий,27737,0,50+
Челябинская область,Челябинская,65,Мужской,Среднее,Женат,Служащий,49744,1,50+
Челябинская область,Челябинская,39,Женский,Среднее специальное,Замужем,Служащий,117503,2,31-40
Челябинская область,Челябинская,41,Женский,Среднее специальное,Замужем,Специалист,56363,3,41-50
Челябинская область,Челябинская,34,Женский,Высшее,Замужем,Специалист,81890,0,31-40
Челябинская область,Челябинская,38,Мужской,Высшее,Женат,Специалист,153280,0,31-40
Челябинская область,Челябинская,40,Мужской,Высшее,Женат,Специалист,112638,1,31-40
Челябинская область,Челябинская,56,Мужской,Среднее,Женат,Рабочий,25717,1,50+
Челябинская область,Челябинская,64,Мужской,Незаконченное высшее,Женат,Пенсионер,37751,0,50+
Челябинская область,Челябинская,62,Женский,Неполное среднее,Вдова,Рабочий,15000,0,50+
Челябинская область,Челябинская,56,Женский,Среднее специальное,Замужем,Предприниматель,73742,1,50+
Челябинская область,Челябинская,32,Женский,Незаконченное высшее,Замужем,Служащий,54616,0,31-40
Челябинская область,Челябинская,32,Мужской,Высшее,Женат,Специалист,104152,3,31-40
Челябинская область,Челябинская,18,Мужской,Незаконченное высшее,Не женат,Студент,44710,0,18-25
Челябинская область,Челябинская,23,Мужской,Незаконченное высшее,Женат,Служащий,39214,0,18-25
Челябинская область,Челябинская,31,Женский,Высшее,Не замужем,Предприниматель,145192,0,31-40
Челябинская область,Челябинская,41,Мужской,Среднее специальное,Разведен,Служащий,99685,0,41-50
Челябинская область,Челябинская,54,Женский,Высшее,Замужем,Специалист,104804,4,50+
Челябинская область,Челябинская,18,Мужской,Высшее,Не женат,Студент,15000,0,18-25
Челябинская область,Челябинская,41,Женский,Среднее,Разведена,Рабочий,44879,1,41-50
Челябинская область,Челябинская,57,Мужской,Среднее,Разведен,Служащий,46495,1,50+
Челябинская область,Челябинская,39,Мужской,Высшее,Женат,Специалист,168425,1,31-40
Челябинская область,Челябинская,44,Женский,Среднее,Вдова,Рабочий,39811,2,41-50
Челябинская область,Челябинская,44,Мужской,Среднее специальное,Женат,Служащий,58019,1,41-50
Челябинская область,Челябинская,69,Женский,Среднее специальное,Замужем,Пенсионер,15000,1,50+
Челябинская область,Челябинская,60,Женский,Среднее,Замужем,Специалист,46202,0,50+
Челябинская область,Челябинская,21,Женский,Высшее,Не замужем,Специалист,33805,0,18-25
Челябинская область,Челябинская,41,Женский,Высшее,Замужем,Специалист,103359,1,41-50
Челябинская область,Челябинская,32,Мужской,Незаконченное высшее,Женат,Служащий,15000,1,31-40
Челябинская область,Челябинская,38,Женский,Среднее специальное,Замужем,Рабочий,66770,2,31-40
Челябинская область,Челябинская,37,Женский,Неполное среднее,Замужем,Учитель/Преподаватель,30525,0,31-40
Челябинская область,Челябинская,57,Женский,Незаконченное высшее,Замужем,Учитель/Преподаватель,15000,1,50+
Челябинская область,Челябинская,41,Мужской,Среднее специальное,Женат,Служащий,51470,1,41-50
Челябинская область,Челябинская,42,Мужской,Высшее,Разведен,Предприниматель,177493,1,41-50
Челябинская область,Челябинская,57,Женский,Среднее специальное,Замужем,Рабочий,30939,0,50+
Челябинская область,Челябинская,65,Женский,Высшее,Вдова,Пенсионер,15000,0,50+
Челябинская область,Челябинская,48,Женский,Среднее,Замужем,Служащий,25261,1,41-50
Челябинская область,Челябинская,24,Женский,Среднее специальное,Не замужем,Служащий,28945,0,18-25
Челябинская область,Челябинская,33,Мужской,Незаконченное высшее,Женат,Рабочий,24180,1,31-40
Челябинская область,Челябинская,41,Женский,Среднее,Замужем,Рабочий,15000,1,41-50
Челябинская область,Челябинская,18,Мужской,Высшее,Не женат,Студент,20222,0,18-25
Челябинская область,Челябинская,28,Женский,Неполное среднее,Не замужем,Рабочий,53510,0,26-30
Челябинская область,Челябинская,47,Женский,Среднее,Замужем,Рабочий,15000,0,41-50
Челябинская область,Челябинская,30,Мужской,Высшее,Женат,Учитель/Преподаватель,72226,0,26-30
Челябинская область,Челябинская,55,Мужской,Высшее,Женат,Специалист,111559,2,50+
Челябинская область,Челябинская,49,Мужской,Высшее,Женат,Специалист,141207,1,41-50
Челябинская область,Челябинская,53,Мужской,Высшее,Не женат,Учитель/Преподаватель,51937,1,50+
Челябинская область,Челябинская,29,Мужской,Среднее специальное,Разведен,Рабочий,95368,2,26-30
Челябинская область,Челябинская,52,Женский,Среднее специальное,Замужем,Медработник,15000,0,50+
Челябинская область,Челябинская,43,Мужской,Высшее,Женат,Специалист,117221,1,41-50
Челябинская область,Челябинская,45,Женский,Среднее специальное,Замужем,Медработник,25583,1,41-50
Челябинская область,Челябинская,49,Мужской,Среднее специальное,Женат,Медработник,28021,1,41-50
Челябинская область,Челябинская,18,Женский,Среднее специальное,Не замужем,Рабочий,15000,0,18-25
Челябинская область,Челябинская,27,Мужской,Среднее,Разведен,Служащий,74096,1,26-30
Челябинская область,Челябинская,32,Женский,Среднее,Замужем,Рабочий,57969,4,31-40
Челябинская область,Челябинская,44,Женский,Высшее,Вдова,Предприниматель,158859,2,41-50
Челябинская область,Челябинская,20,Женский,Среднее,Вдова,Студент,15000,0,18-25
Челябинская область,Челябинская,37,Женский,Высшее,Не замужем,Предприниматель,99129,0,31-40
Челябинская область,Челябинская,54,Мужской,Среднее,Разведен,Предприниматель,106239,2,50+
Челябинская область,Челябинская,37,Женский,Высшее,Замужем,Медработник,81294,3,31-40
Челябинская область,Челябинская,55,Мужской,Высшее,Женат,Служащий,116499,0,50+
Челябинская область,Челябинская,47,Женский,Высшее,Замужем,Специалист,86071,4,41-50
Челябинская область,Челябинская,50,Мужской,Высшее,Разведен,Служащий,68207,2,41-50
Челябинская область,Челябинская,47,Мужской,Среднее специальное,Не женат,Служащий,37258,0,41-50
Челябинская область,Челябинская,22,Женский,Среднее,Не замужем,Студент,15000,3,18-25
Челябинская область,Челябинская,56,Женский,Высшее,Замужем,Медработник,46798,0,50+
Челябинская область,Челябинская,33,Мужской,Среднее,Женат,Рабочий,46306,2,31-40
Челябинская область,Челябинская,27,Женский,Высшее,Не замужем,Предприниматель,113778,0,26-30
Челябинская область,Челябинская,46,Женский,Незаконченное высшее,Замужем,Служащий,46201,3,41-50
Челябинская область,Челябинская,27,Женский,Высшее,Разведена,Рабочий,47911,0,26-30
Челябинская область,Челябинская,37,Мужской,Среднее специальное,Женат,Рабочий,92019,2,31-40
Челябинская область,Челябинская,32,Мужской,Высшее,Женат,Рабочий,101642,3,31-40
Челябинская область,Челябинская,52,Мужской,Среднее специальное,Женат,Рабочий,63377,2,50+
Челябинская область,Челябинская,18,Женский,Незаконченное высшее,Замужем,Студент,15422,0,18-25
Челябинская область,Челябинская,24,Мужской,Высшее,Женат,Специалист,79467,0,18-25
Челябинская область,Челябинская,49,Женский,Высшее,Замужем,Специалист,144835,0,41-50
Челябинская область,Челябинская,58,Женский,Высшее,Замужем,Специалист,105616,1,50+
Челябинская область,Челябинская,62,Женский,Среднее специальное,Вдова,Пенсионер,15000,1,50+
Челябинская область,Челябинская,53,Женский,Неполное среднее,Замужем,Рабочий,15000,1,50+
Челябинская область,Челябинская,18,Мужской,Высшее,Не женат,Служащий,43926,0,18-25
Челябинская область,Челябинская,38,Женский,Высшее,Не замужем,Специалист,90949,2,31-40
Челябинская область,Челябинская,70,Женский,Высшее,Вдова,Служащий,15000,4,50+
Челябинская область,Челябинская,40,Мужской,Высшее,Вдовец,Специалист,146015,0,31-40
Челябинская область,Челябинская,51,Женский,Высшее,Замужем,Учитель/Преподаватель,36003,2,50+
Челябинская область,Челябинская,30,Мужской,Высшее,Разведен,Предприниматель,229778,0,26-30
Челябинская область,Челябинская,39,Мужской,Высшее,Не женат,Специалист,118425,0,31-40
Челябинская область,Челябинская,69,Мужской,Среднее,Вдовец,Медработник,63671,0,50+
Челябинская область,Челябинская,36,Женский,Высшее,Не замужем,Предприниматель,90626,0,31-40
Челябинская область,Челябинская,18,Мужской,Незаконченное высшее,Не женат,Студент,15000,1,18-25
Челябинская область,Челябинская,28,Мужской,Высшее,Не женат,Служащий,84697,0,26-30
Челябинская область,Челябинская,36,Мужской,Среднее,Женат,Рабочий,77412,1,31-40
Челябинская область,Челябинская,42,Мужской,Высшее,Женат,Специалист,139622,1,41-50
Челябинская область,Челябинская,51,Мужской,Высшее,Женат,Учитель/Преподаватель,44482,0,50+
Челябинская область,Челябинская,50,Женский,Высшее,Разведена,Безработный,15000,1,41-50
Челябинская область,Челябинская,24,Мужской,Среднее,Не женат,Предприниматель,49102,0,18-25
Челябинская область,Челябинская,49,Женский,Среднее специальное,Замужем,Рабочий,49783,2,41-50
Челябинская область,Челябинская,33,Женский,Незаконченное высшее,Замужем,Специалист,77518,2,31-40
Челябинская область,Челябинская,35,Женский,Среднее специальное,Замужем,Служащий,76378,2,31-40
Челябинская область,Челябинская,51,Женский,Среднее,Замужем,Рабочий,28309,2,50+
Челябинская область,Челябинская,63,Мужской,Высшее,Женат,Служащий,15000,1,50+
Челябинская область,Челябинская,69,Женский,Высшее,Вдова,Предприниматель,97264,1,50+
Челябинская область,Челябинская,32,Женский,Среднее специальное,Замужем,Рабочий,84776,1,31-40
Челябинская область,Челябинская,59,Женский,Высшее,Вдова,Служащий,56316,0,50+
Челябинская область,Челябинская,70,Мужской,Среднее специальное,Женат,Пенсионер,15000,3,50+
Челябинская область,Челябинская,67,Женский,Среднее,Вдова,Безработный,15000,0,50+
Челябинская область,Челябинская,43,Мужской,Высшее,Женат,Специалист,132967,2,41-50
Челябинская область,Челябинская,56,Мужской,Высшее,Разведен,Учитель/Преподаватель,15000,1,50+
Челябинская область,Челябинская,54,Женский,Высшее,Не замужем,Медработник,49854,0,50+
Челябинская область,Челябинская,19,Мужской,Высшее,Не женат,Студент,15000,1,18-25
Челябинская область,Челябинская,57,Женский,Незаконченное высшее,Замужем,Служащий,43804,0,50+
Челябинская область,Челябинская,35,Мужской,Среднее,Женат,Служащий,75537,3,31-40
Челябинская область,Челябинская,51,Мужской,Высшее,Женат,Медработник,87154,0,50+
Челябинская область,Челябинская,37,Женский,Высшее,Замужем,Специалист,116038,1,31-40
Челябинская область,Челябинская,57,Женский,Высшее,Разведена,Медработник,120631,1,50+
Челябинская область,Челябинская,45,Женский,Высшее,Замужем,Служащий,62420,3,41-50
Челябинская область,Челябинская,46,Женский,Высшее,Разведена,Служащий,72166,0,41-50
Челябинская область,Челябинская,62,Мужской,Среднее специальное,Вдовец,Рабочий,64566,1,50+
Челябинская область,Челябинская,62,Женский,Среднее специальное,Замужем,Пенсионер,17510,1,50+
Челябинская область,Челябинская,39,Женский,Высшее,Замужем,Служащий,78312,1,31-40
Челябинская область,Челябинская,20,Женский,Среднее специальное,Не замужем,Безработный,15000,0,18-25
Челябинская область,Челябинская,54,Мужской,Среднее,Разведен,Учитель/Преподаватель,55351,0,50+
Челябинская область,Челябинская,34,Женский,Высшее,Замужем,Специалист,86807,0,31-40
Челябинская область,Челябинская,18,Женский,Среднее специальное,Не замужем,Студент,15000,0,18-25
Челябинская область,Челябинская,19,Женский,Среднее специальное,Замужем,Специалист,63087,0,18-25
Челябинская область,Челябинская,18,Мужской,Незаконченное высшее,Не женат,Специалист,15884,1,18-25
Челябинская область,Челябинская,54,Женский,Высшее,Разведена,Специалист,80311,0,50+
Челябинская область,Челябинская,33,Мужской,Среднее,Не женат,Рабочий,53983,2,31-40
Челябинская область,Челябинская,42,Женский,Среднее,Вдова,Служащий,82610,2,41-50
Челябинская область,Челябинская,44,Женский,Высшее,Замужем,Специалист,108113,3,41-50
Челябинская область,Челябинская,24,Мужской,Среднее специальное,Не женат,Предприниматель,97213,1,18-25
Челябинская область,Челябинская,80,Мужской,Высшее,Вдовец,Пенсионер,15000,0,50+
Челябинская область,Челябинская,41,Женский,Высшее,Замужем,Специалист,127820,3,41-50
Челябинская область,Челябинская,18,Женский,Высшее,Не замужем,Студент,15000,1,18-25
Челябинская область,Челябинская,32,Мужской,Среднее специальное,Женат,Специалист,138764,2,31-40
Челябинская область,Челябинская,28,Женский,Высшее,Разведена,Учитель/Преподаватель,33611,1,26-30
Челябинская область,Челябинская,18,Мужской,Среднее специальное,Не женат,Студент,15000,0,18-25
Челябинская область,Челябинская,53,Женский,Высшее,Замужем,Медработник,50561,0,50+
Челябинская область,Челябинская,65,Мужской,Высшее,Разведен,Рабочий,60794,2,50+
Челябинская область,Челябинская,54,Женский,Высшее,Разведена,Безработный,15000,0,50+
Челябинская область,Челябинская,24,Женский,Среднее специальное,Замужем,Рабочий,31543,1,18-25
Челябинская область,Челябинская,48,Мужской,Среднее специальное,Женат,Учитель/Преподаватель,49876,0,41-50
Челябинская область,Челябинская,50,Женский,Высшее,Замужем,Предприниматель,93372,4,41-50
Челябинская область,Челябинская,41,Мужской,Высшее,Разведен,Специалист,116838,1,41-50
Челябинская область,Челябинская,29,Женский,Высшее,Замужем,Предприниматель,127572,2,26-30
Челябинская область,Челябинская,37,Мужской,Высшее,Женат,Специалист,158621,1,31-40
Челябинская область,Челябинская,40,Женский,Незаконченное высшее,Разведена,Рабочий,25077,1,31-40
Челябинская область,Челябинская,38,Женский,Среднее,Разведена,Специалист,54618,1,31-40
Челябинская область,Челябинская,37,Женский,Среднее,Замужем,Рабочий,15000,1,31-40
Челябинская область,Челябинская,48,Женский,Высшее,Вдова,Предприниматель,92104,1,41-50
Челябинская область,Челябинская,35,Женский,Неполное среднее,Замужем,Безработный,15000,1,31-40
Челябинская область,Челябинская,59,Женский,Среднее,Замужем,Рабочий,47036,1,50+
Челябинская область,Челябинская,40,Женский,Высшее,Разведена,Учитель/Преподаватель,74879,0,31-40
Челябинская область,Челябинская,22,Женский,Незаконченное высшее,Разведена,Безработный,25863,0,18-25
Челябинская область,Челябинская,18,Женский,Незаконченное высшее,Не замужем,Студент,15000,0,18-25
Челябинская область,Челябинская,24,Женский,Незаконченное высшее,Не замужем,Рабочий,46434,1,18-25
Челябинская область,Челябинская,36,Мужской,Высшее,Женат,Предприниматель,116424,2,31-40
Челябинская область,Челябинская,38,Мужской,Высшее,Женат,Специалист,145222,2,31-40
Челябинская область,Челябинская,26,Женский,Среднее специальное,Замужем,Рабочий,64563,2,26-30
Челябинская область,Челябинская,65,Мужской,Среднее,Вдовец,Пенсионер,19357,2,50+
Челябинская область,Челябинская,33,Женский,Среднее,Замужем,Рабочий,15000,1,31-40
Челябинская область,Челябинская,38,Мужской,Среднее специальное,Женат,Рабочий,26746,1,31-40
