region,city,age,gender,education,marital_status,occupation,income,children,age_group_check
Московская область,Москва,51,Женский,среднего профессионального образования,Разведена,Пенсионер,54507,0,45-54
Московская область,Москва,51,Женский,среднего профессионального образования,Вдова,Водитель,40007,2,45-54
Московская область,Москва,21,Женский,среднего профессионального образования,Не замужем,Студент,11649,0,18-24
Московская область,Москва,48,Женский,среднего профессионального образования,Замужем,Кондуктор,129054,1,45-54
Московская область,Москва,18,Женский,среднего профессионального образования,Не замужем,Студент,8442,0,18-24
Московская область,Москва,19,Мужской,среднего профессионального образования,Не женат,Студент,11590,0,18-24
Московская область,Москва,49,Женский,среднего профессионального образования,Замужем,Электромонтер,138663,2,45-54
Московская область,Москва,19,Мужской,среднего профессионального образования,Не женат,Студент,13455,0,18-24
Московская область,Москва,29,Женский,среднего профессионального образования,Разведена,Бухгалтер,133848,0,25-34
Московская область,Москва,60,Женский,среднего профессионального образования,Разведена,Студент,7743,1,55-64
Московская область,Москва,77,Мужской,среднего профессионального образования,Женат,Пенсионер,11870,1,65+
Московская область,Москва,21,Женский,среднего профессионального образования,Не замужем,Медсестра,29958,2,18-24
Московская область,Москва,19,Женский,среднего профессионального образования,Не замужем,Студент,20242,0,18-24
Московская область,Москва,19,Женский,среднего профессионального образования,Не замужем,Студент,7192,2,18-24
Московская область,Москва,74,Мужской,среднего профессионального образования,Разведен,Пенсионер,25286,1,65+
Московская область,Москва,32,Женский,среднего профессионального образования,Не замужем,Социальный работник,74943,0,25-34
Московская область,Москва,35,Женский,среднего профессионального образования,Замужем,Уборщик,55787,0,35-44
Московская область,Москва,55,Женский,среднего профессионального образования,Вдова,Водитель,148864,0,55-64
Московская область,Москва,41,Мужской,среднего профессионального образования,Женат,Проводник,50582,1,35-44
Московская область,Москва,19,Мужской,среднего профессионального образования,Не женат,Студент,6632,0,18-24
Московская область,Москва,18,Женский,среднего профессионального образования,Не замужем,Пенсионер,12929,0,18-24
Московская область,Москва,40,Женский,среднего профессионального образования,Замужем,Электромонтер,206969,0,35-44
Московская область,Москва,40,Мужской,среднего профессионального образования,Вдовец,Слесарь,104160,0,35-44
Московская область,Москва,46,Мужской,среднего профессионального образования,Женат,Бармен,196656,3,45-54
Московская область,Москва,45,Женский,среднего профессионального образования,Замужем,Пенсионер,27814,0,45-54
Московская область,Москва,55,Женский,среднего профессионального образования,Разведена,Безработный,28914,3,55-64
Московская область,Москва,60,Женский,среднего профессионального образования,Замужем,Пенсионер,32878,1,55-64
Московская область,Москва,23,Женский,среднего профессионального образования,Не замужем,Проводник,49888,0,18-24
Московская область,Москва,21,Женский,среднего профессионального образования,Не замужем,Предприниматель,27982,0,18-24
Московская область,Москва,82,Мужской,среднего профессионального образования,Женат,Пенсионер,23274,1,65+
Московская область,Москва,60,Женский,среднего профессионального образования,Замужем,Учитель,56436,2,55-64
Московская область,Москва,84,Мужской,среднего профессионального образования,Женат,Пенсионер,33564,2,65+
Московская область,Москва,59,Мужской,среднего профессионального образования,Женат,Медсестра,58170,1,55-64
Московская область,Москва,59,Женский,среднего профессионального образования,Вдова,Каменщик,64460,3,55-64
Московская область,Москва,45,Женский,среднего профессионального образования,Замужем,Учитель,40226,0,45-54
Московская область,Москва,48,Мужской,среднего профессионального образования,Женат,Животновод,115575,3,45-54
Московская область,Москва,43,Женский,среднего профессионального образования,Вдова,Зоотехник,67119,0,35-44
Московская область,Москва,25,Мужской,среднего профессионального образования,Женат,Мерчендайзер,60316,1,25-34
Московская область,Москва,31,Мужской,среднего профессионального образования,Разведен,Техник связи,82856,1,25-34
Московская область,Москва,34,Мужской,среднего профессионального образования,Не женат,Юрист,254845,1,25-34
Московская область,Москва,35,Женский,среднего профессионального образования,Замужем,Пенсионер,79561,1,35-44
Московская область,Москва,39,Женский,магистратура,Разведена,Студент,37898,1,35-44
Московская область,Москва,18,Мужской,среднего профессионального образования,Не женат,Врач,39482,0,18-24
Московская область,Москва,58,Женский,среднего профессионального образования,Не замужем,Программист,84155,1,55-64
Московская область,Москва,63,Женский,среднего профессионального образования,Вдова,Врач,91248,2,55-64
Московская область,Москва,61,Мужской,среднего профессионального образования,Женат,Учитель,62246,0,55-64
Московская область,Москва,19,Женский,среднего профессионального образования,Замужем,Водитель,26505,0,18-24
Московская область,Москва,24,Мужской,среднего профессионального образования,Не женат,Медсестра,48370,0,18-24
Московская область,Москва,61,Женский,среднего профессионального образования,Разведена,Военнослужащий,58649,0,55-64
Московская область,Москва,30,Мужской,среднего профессионального образования,Женат,Контролер ОТК,114274,2,25-34
Московская область,Москва,46,Женский,среднего профессионального образования,Замужем,Кондуктор,152502,2,45-54
Московская область,Москва,33,Мужской,среднего профессионального образования,Не женат,Воспитатель,100064,0,25-34
Московская область,Москва,70,Мужской,среднего профессионального образования,Не женат,Пенсионер,16498,1,65+
Московская область,Москва,49,Женский,специалитет,Разведена,Животновод,84089,0,45-54
Московская область,Москва,22,Мужской,среднего профессионального образования,Не женат,Студент,21903,0,18-24
Московская область,Москва,26,Мужской,среднего профессионального образования,Женат,Продавец-консультант,72738,3,25-34
Московская область,Москва,36,Мужской,среднего профессионального образования,Женат,Военнослужащий,98363,2,35-44
Московская область,Москва,44,Женский,среднего профессионального образования,Замужем,Продавец-консультант,99402,2,35-44
Московская область,Москва,24,Мужской,специалитет,Не женат,Пенсионер,42405,0,18-24
Московская область,Москва,29,Женский,среднего профессионального образования,Замужем,Безработный,12077,1,25-34
Московская область,Москва,66,Женский,среднего профессионального образования,Замужем,Пенсионер,19248,2,65+
Московская область,Москва,46,Женский,среднего профессионального образования,Разведена,Электромонтер,136668,2,45-54
Московская область,Москва,54,Женский,среднего профессионального образования,Замужем,Врач,128331,2,45-54
Московская область,Москва,21,Мужской,среднего профессионального образования,Не женат,Студент,7892,1,18-24
Московская область,Москва,62,Женский,среднего профессионального образования,Замужем,Отделочник,24745,0,55-64
Московская область,Москва,22,Мужской,среднего профессионального образования,Не женат,Медсестра,68975,0,18-24
Московская область,Москва,39,Женский,среднего профессионального образования,Замужем,Бармен,152187,2,35-44
Московская область,Москва,21,Женский,среднего профессионального образования,Не замужем,Мерчендайзер,27031,0,18-24
Московская область,Москва,73,Женский,среднего профессионального образования,Замужем,Пенсионер,11634,1,65+
Московская область,Москва,46,Женский,среднего профессионального образования,Замужем,Студент,28329,0,45-54
Московская область,Москва,25,Мужской,среднего профессионального образования,Женат,Механик,94907,1,25-34
Московская область,Москва,52,Мужской,среднего профессионального образования,Женат,Юрист,106714,1,45-54
Московская область,Москва,24,Женский,среднего профессионального образования,Вдова,Бухгалтер,52287,0,18-24
Московская область,Москва,22,Мужской,среднего профессионального образования,Не женат,Студент,15860,1,18-24
Московская область,Москва,20,Женский,среднего профессионального образования,Замужем,Программист,82701,0,18-24
Московская область,Москва,23,Мужской,среднего профессионального образования,Не женат,Медсестра,54141,0,18-24
Московская область,Москва,72,Женский,среднего профессионального образования,Замужем,Пенсионер,13262,1,65+
Московская область,Москва,27,Женский,специалитет,Замужем,Отделочник,74336,0,25-34
Московская область,Москва,58,Женский,среднего профессионального образования,Разведена,Продавец-консультант,53573,2,55-64
Московская область,Москва,83,Мужской,среднего профессионального образования,Женат,Пенсионер,30347,0,65+
Московская область,Москва,80,Мужской,среднего профессионального образования,Разведен,Пенсионер,34466,0,65+
Московская область,Москва,54,Мужской,среднего профессионального образования,Женат,Военнослужащий,129797,3,45-54
Московская область,Москва,35,Мужской,среднего профессионального образования,Женат,Водитель,85895,2,35-44
Московская область,Москва,22,Женский,среднего профессионального образования,Не замужем,Врач,58827,0,18-24
Московская область,Москва,41,Мужской,среднего профессионального образования,Женат,Токарь,53099,1,35-44
Московская область,Москва,60,Мужской,среднего профессионального образования,Женат,Предприниматель,118368,0,55-64
Московская область,Москва,20,Мужской,среднего профессионального образования,Женат,Менеджер по продажам,39980,0,18-24
Московская область,Москва,32,Женский,среднего профессионального образования,Замужем,Журналист,72180,1,25-34
Московская область,Москва,18,Женский,среднего профессионального образования,Не замужем,Студент,15437,0,18-24
Московская область,Москва,52,Мужской,среднего профессионального образования,Разведен,Токарь,124345,4,45-54
Московская область,Москва,79,Женский,среднего профессионального образования,Разведена,Пенсионер,15473,3,65+
Московская область,Москва,24,Женский,среднего профессионального образования,Не замужем,Ученый,48380,0,18-24
Московская область,Москва,58,Мужской,среднего профессионального образования,Женат,Студент,31100,0,55-64
Московская область,Москва,64,Мужской,среднего профессионального образования,Женат,Медсестра,73157,2,55-64
Московская область,Москва,28,Женский,среднего профессионального образования,Замужем,Пенсионер,33154,0,25-34
Московская область,Москва,52,Женский,среднего профессионального образования,Замужем,Воспитатель,64109,1,45-54
Московская область,Москва,32,Женский,среднего профессионального образования,Замужем,Тракторист,62893,4,25-34
Московская область,Москва,62,Женский,среднего профессионального образования,Замужем,Оператор станков с ЧПУ,46731,1,55-64
Московская область,Москва,56,Женский,среднего профессионального образования,Замужем,Инженер-строитель,87529,1,55-64
Московская область,Москва,24,Женский,среднего профессионального образования,Замужем,Пенсионер,23730,0,18-24
Московская область,Москва,21,Мужской,среднего профессионального образования,Не женат,Студент,12229,0,18-24
Московская область,Москва,48,Мужской,среднего профессионального образования,Женат,Энергетик,217613,0,45-54
Московская область,Москва,22,Женский,среднего профессионального образования,Не замужем,Студент,16145,1,18-24
Московская область,Москва,34,Женский,среднего профессионального образования,Разведена,Бухгалтер,138444,0,25-34
Московская область,Москва,38,Женский,среднего профессионального образования,Замужем,Токарь,112416,1,35-44
Московская область,Москва,54,Женский,среднего профессионального образования,Замужем,Кассир,66870,1,45-54
Московская область,Москва,45,Мужской,среднего профессионального образования,Разведен,Токарь,95532,0,45-54
Московская область,Москва,36,Мужской,среднего профессионального образования,Женат,Учитель,81272,2,35-44
Московская область,Москва,81,Женский,среднего профессионального образования,Разведена,Кассир,15000,1,65+
Московская область,Москва,69,Мужской,среднего профессионального образования,Не женат,Пенсионер,27571,1,65+
Московская область,Москва,47,Женский,среднего профессионального образования,Не замужем,Электромонтер,51594,1,45-54
Московская область,Москва,30,Мужской,бакалавриат,Женат,Студент,74546,0,25-34
Московская область,Москва,18,Женский,среднего профессионального образования,Не замужем,Каменщик,21656,0,18-24
Московская область,Москва,57,Мужской,среднего профессионального образования,Разведен,Мастер участка,127566,1,55-64
Московская область,Москва,35,Женский,среднего профессионального образования,Замужем,Водитель,63536,2,35-44
Московская область,Москва,83,Женский,среднего профессионального образования,Замужем,Пенсионер,28500,3,65+
Московская область,Москва,20,Мужской,среднего профессионального образования,Не женат,Тракторист,42149,0,18-24
Московская область,Москва,26,Женский,среднего профессионального образования,Не замужем,Пенсионер,36512,0,25-34
Московская область,Москва,76,Мужской,среднего профессионального образования,Женат,Пенсионер,16543,1,65+
Московская область,Москва,33,Женский,среднего профессионального образования,Замужем,Врач,118091,1,25-34
Московская область,Москва,41,Женский,среднего профессионального образования,Вдова,Повар,43794,1,35-44
Московская область,Москва,40,Мужской,бакалавриат,Женат,Бухгалтер,184906,4,35-44
Московская область,Москва,37,Женский,среднего профессионального образования,Замужем,Диспетчер,90512,2,35-44
Московская область,Москва,53,Женский,среднего профессионального образования,Замужем,Рыбак,134670,4,45-54
Московская область,Москва,52,Мужской,среднего профессионального образования,Женат,Продавец-консультант,64208,1,45-54
Московская область,Москва,56,Мужской,среднего профессионального образования,Женат,Бармен,144239,0,55-64
Московская область,Москва,22,Женский,среднего профессионального образования,Не замужем,Студент,17928,0,18-24
Московская область,Москва,72,Мужской,среднего профессионального образования,Женат,Пенсионер,32132,4,65+
Московская область,Москва,84,Женский,среднего профессионального образования,Замужем,Пенсионер,23699,0,65+
Московская область,Москва,43,Мужской,среднего профессионального образования,Женат,Оператор станков с ЧПУ,116387,0,35-44
Московская область,Москва,56,Женский,среднего профессионального образования,Замужем,Слесарь,69402,0,55-64
Московская область,Москва,18,Женский,среднего профессионального образования,Не замужем,Студент,5657,0,18-24
Московская область,Москва,74,Женский,среднего профессионального образования,Замужем,Кассир,33475,1,65+
Московская область,Москва,23,Мужской,среднего профессионального образования,Не женат,Оператор станков с ЧПУ,47765,0,18-24
Московская область,Москва,52,Мужской,среднего профессионального образования,Вдовец,Слесарь,75593,2,45-54
Московская область,Москва,18,Мужской,среднего профессионального образования,Не женат,Студент,13560,0,18-24
Московская область,Москва,32,Женский,среднего профессионального образования,Замужем,Архитектор,135086,0,25-34
Московская область,Москва,60,Женский,среднего профессионального образования,Разведена,Инженер связи,91176,2,55-64
Московская область,Москва,78,Женский,среднего профессионального образования,Вдова,Пенсионер,12564,0,65+
Московская область,Москва,65,Мужской,среднего профессионального образования,Женат,Энергетик,27733,1,65+
Московская область,Москва,21,Мужской,среднего профессионального образования,Не женат,Животновод,33537,0,18-24
Московская область,Москва,37,Мужской,среднего профессионального образования,Женат,Врач,321391,2,35-44
Московская область,Москва,22,Женский,среднего профессионального образования,Не замужем,Студент,11295,0,18-24
Московская область,Москва,40,Женский,среднего профессионального образования,Замужем,Бухгалтер,74859,2,35-44
Московская область,Москва,51,Женский,среднего профессионального образования,Замужем,Медсестра,180182,1,45-54
Московская область,Москва,40,Мужской,среднего профессионального образования,Женат,Кассир,85350,2,35-44
Московская область,Москва,19,Мужской,среднего профессионального образования,Не женат,Токарь,22178,0,18-24
Московская область,Москва,34,Женский,среднего профессионального образования,Не замужем,Студент,14240,0,25-34
Московская область,Москва,24,Женский,среднего профессионального образования,Не замужем,Уборщик,43598,0,18-24
Московская область,Москва,24,Женский,среднего профессионального образования,Не замужем,Кассир,36857,0,18-24
Московская область,Москва,36,Женский,среднего профессионального образования,Не замужем,Водитель,112362,1,35-44
Московская область,Москва,48,Женский,среднего профессионального образования,Замужем,Продавец-консультант,52259,1,45-54
Московская область,Москва,58,Мужской,среднего профессионального образования,Вдовец,Программист,161770,2,55-64
Московская область,Москва,33,Женский,среднего профессионального образования,Не замужем,Машинист,145222,2,25-34
Московская область,Москва,18,Мужской,среднего профессионального образования,Женат,Бухгалтер,36817,0,18-24
Московская область,Москва,19,Мужской,среднего профессионального образования,Не женат,Студент,8260,0,18-24
Московская область,Москва,18,Женский,среднего профессионального образования,Не замужем,Студент,7542,1,18-24
Московская область,Москва,58,Мужской,среднего профессионального образования,Женат,Программист,168615,1,55-64
Московская область,Москва,26,Мужской,среднего профессионального образования,Женат,Студент,13007,0,25-34
Московская область,Москва,58,Женский,среднего профессионального образования,Замужем,Пенсионер,34980,2,55-64
Московская область,Москва,64,Женский,среднего профессионального образования,Разведена,Кондуктор,35193,1,55-64
Московская область,Москва,41,Мужской,среднего профессионального образования,Разведен,HR-специалист,164328,0,35-44
Московская область,Москва,60,Мужской,среднего профессионального образования,Не женат,Врач,45665,2,55-64
Московская область,Москва,56,Мужской,среднего профессионального образования,Женат,Оператор станков с ЧПУ,47435,0,55-64
Московская область,Москва,36,Женский,среднего профессионального образования,Не замужем,Учитель,81551,1,35-44
Московская область,Москва,23,Мужской,среднего профессионального образования,Вдовец,Маркетолог,45125,1,18-24
Московская область,Москва,55,Женский,среднего профессионального образования,Вдова,Механизатор,102695,1,55-64
Московская область,Москва,78,Женский,среднего профессионального образования,Вдова,Пенсионер,13440,1,65+
Московская область,Москва,46,Женский,среднего профессионального образования,Не замужем,Пчеловод,88827,1,45-54
Московская область,Москва,53,Женский,среднего профессионального образования,Замужем,Врач,106867,2,45-54
Московская область,Москва,24,Женский,среднего профессионального образования,Не замужем,HR-специалист,28474,0,18-24
Московская область,Москва,33,Женский,среднего профессионального образования,Не замужем,Сантехник,84176,0,25-34
Московская область,Москва,60,Мужской,среднего профессионального образования,Женат,Фрезеровщик,72781,1,55-64
Московская область,Москва,58,Женский,среднего профессионального образования,Замужем,Инженер-технолог,27351,1,55-64
Московская область,Москва,37,Мужской,среднего профессионального образования,Женат,Слесарь,116380,1,35-44
Московская область,Москва,42,Мужской,среднего профессионального образования,Женат,Учитель,53023,2,35-44
Московская область,Москва,60,Мужской,среднего профессионального образования,Женат,Продавец-консультант,49365,1,55-64
Московская область,Москва,52,Женский,среднего профессионального образования,Разведена,Социальный работник,70666,1,45-54
Московская область,Москва,31,Женский,среднего профессионального образования,Замужем,Юрист,125680,4,25-34
Московская область,Москва,72,Мужской,среднего профессионального образования,Вдовец,Пенсионер,20506,2,65+
Московская область,Москва,29,Мужской,среднего профессионального образования,Женат,Пенсионер,25187,0,25-34
Московская область,Москва,34,Мужской,среднего профессионального образования,Женат,Медсестра,123199,1,25-34
Московская область,Москва,23,Женский,среднего профессионального образования,Не замужем,Программист,67952,0,18-24
Московская область,Москва,26,Женский,среднего профессионального образования,Разведена,Пенсионер,16637,0,25-34
Московская область,Москва,30,Мужской,среднего профессионального образования,Женат,Контролер ОТК,356450,1,25-34
Московская область,Москва,69,Женский,среднего профессионального образования,Замужем,Пенсионер,10078,2,65+
Московская область,Москва,42,Мужской,среднего профессионального образования,Женат,Социальный работник,101781,2,35-44
Московская область,Москва,24,Мужской,среднего профессионального образования,Не женат,Военнослужащий,53619,0,18-24
Московская область,Москва,57,Мужской,среднего профессионального образования,Женат,Механик,89785,0,55-64
Московская область,Москва,28,Женский,среднего профессионального образования,Замужем,Учитель,95007,2,25-34
Московская область,Москва,55,Женский,среднего профессионального образования,Вдова,Медсестра,53822,1,55-64
Московская область,Москва,18,Мужской,среднего профессионального образования,Не женат,Студент,6787,0,18-24
Московская область,Москва,19,Женский,среднего профессионального образования,Не замужем,Студент,13634,0,18-24
Московская область,Москва,18,Женский,среднего профессионального образования,Не замужем,Комбайнер,15000,0,18-24
Московская область,Москва,58,Женский,среднего профессионального образования,Замужем,Водитель,52254,2,55-64
Московская область,Москва,42,Женский,специалитет,Вдова,Энергетик,170366,0,35-44
Московская область,Москва,62,Мужской,среднего профессионального образования,Женат,Наладчик оборудования,269318,1,55-64
Московская область,Москва,72,Женский,среднего профессионального образования,Замужем,Пенсионер,15421,0,65+
Московская область,Москва,59,Мужской,среднего профессионального образования,Женат,Механизатор,144758,0,55-64
Московская область,Москва,25,Женский,среднего профессионального образования,Вдова,Кассир,45637,0,25-34
Московская область,Москва,56,Женский,среднего профессионального образования,Разведена,Мерчендайзер,82225,1,55-64
Московская область,Москва,75,Женский,среднего профессионального образования,Замужем,Пенсионер,20608,0,65+
Московская область,Москва,50,Мужской,среднего профессионального образования,Женат,Бармен,148492,3,45-54
Московская область,Москва,44,Мужской,среднего профессионального образования,Женат,Мерчендайзер,193809,1,35-44
Московская область,Москва,21,Мужской,среднего профессионального образования,Не женат,Студент,8144,0,18-24
Московская область,Москва,52,Женский,среднего профессионального образования,Замужем,Электромонтер,43925,2,45-54
Московская область,Москва,44,Женский,среднего профессионального образования,Замужем,Фрезеровщик,101787,0,35-44
Московская область,Москва,19,Женский,среднего профессионального образования,Не замужем,Электромонтер,32318,0,18-24
Московская область,Москва,47,Женский,среднего профессионального образования,Замужем,Студент,12599,0,45-54
Московская область,Москва,45,Женский,среднего профессионального образования,Разведена,Студент,28813,1,45-54
Московская область,Москва,45,Женский,среднего профессионального образования,Замужем,Учитель,84688,0,45-54
Московская область,Москва,56,Женский,среднего профессионального образования,Замужем,Мастер участка,62154,2,55-64
Московская область,Москва,24,Женский,среднего профессионального образования,Не замужем,Механизатор,37487,0,18-24
Московская область,Москва,23,Женский,среднего профессионального образования,Замужем,Пенсионер,55651,0,18-24
Московская область,Москва,81,Мужской,среднего профессионального образования,Женат,Пенсионер,31672,2,65+
Московская область,Москва,50,Мужской,среднего профессионального образования,Женат,Военнослужащий,85890,0,45-54
Московская область,Москва,78,Женский,среднего профессионального образования,Разведена,Пенсионер,5469,0,65+
Московская область,Москва,43,Мужской,среднего профессионального образования,Женат,Социальный работник,107642,0,35-44
Московская область,Москва,20,Женский,среднего профессионального образования,Не замужем,Медсестра,48482,1,18-24
Московская область,Москва,20,Женский,среднего профессионального образования,Не замужем,Студент,5331,0,18-24
Московская область,Москва,18,Женский,специалитет,Не замужем,Студент,14494,0,18-24
Московская область,Москва,55,Женский,среднего профессионального образования,Разведена,Безработный,18143,0,55-64
Московская область,Москва,49,Женский,среднего профессионального образования,Вдова,Фрезеровщик,92683,2,45-54
Московская область,Москва,64,Женский,среднего профессионального образования,Замужем,Товаровед,77872,0,55-64
Московская область,Москва,30,Мужской,среднего профессионального образования,Женат,Каменщик,235121,1,25-34
Московская область,Москва,54,Женский,среднего профессионального образования,Разведена,Тракторист,92775,3,45-54
Московская область,Москва,23,Мужской,среднего профессионального образования,Не женат,Фрезеровщик,48525,0,18-24
Московская область,Москва,64,Женский,среднего профессионального образования,Замужем,Водитель,76245,0,55-64
Московская область,Москва,30,Женский,среднего профессионального образования,Замужем,Электромонтер,69344,1,25-34
Московская область,Москва,34,Мужской,среднего профессионального образования,Женат,Учитель,124794,5,25-34
Московская область,Москва,24,Мужской,среднего профессионального образования,Не женат,Пенсионер,29344,2,18-24
Московская область,Москва,39,Мужской,среднего профессионального образования,Женат,Токарь,144242,2,35-44
Московская область,Москва,49,Мужской,среднего профессионального образования,Женат,Предприниматель,504849,1,45-54
Московская область,Москва,34,Мужской,среднего профессионального образования,Женат,Бухгалтер,198487,1,25-34
Московская область,Москва,38,Женский,среднего профессионального образования,Замужем,Плотник,164153,2,35-44
Московская область,Москва,33,Мужской,среднего профессионального образования,Не женат,Мастер участка,269087,0,25-34
Московская область,Москва,54,Женский,среднего профессионального образования,Разведена,Ученый,104468,1,45-54
Московская область,Москва,40,Мужской,среднего профессионального образования,Женат,Водитель,84125,1,35-44
